chr	start	end	strand	peak	position	Quality
chr10	42359928	42359929	+	51	42359929	379.93
chr10	42448855	42448856	+	1	42448856	12.64
chr10	42619126	42619128	+	1	42619127	1415.95
chr10	42719610	42719611	+	3	42719611	31.42
chr10	43277758	43277761	+	3	43277759	221.87
chr10	43277760	43277761	+	3	43277761	2043.11
chr10	44484988	44484989	+	6	44484989	1137.59
chr10	45872849	45872850	+	1	45872850	167.61
chr10	46129472	46129478	+	4	46129473	469.01
chr10	46133962	46133963	+	1	46133963	34.4
chr10	46148426	46148427	+	2	46148427	12.38
chr10	46188478	46188479	+	1	46188479	222.91
chr10	46364994	46364995	+	1	46364995	97.25
chr10	46365017	46365019	+	1	46365018	62.3
chr10	46676993	46676995	+	1	46676994	795.92
chr10	46722393	46722395	+	1	46722394	270.28
chr10	46726606	46726607	+	1	46726607	235.9
chr10	46816777	46816778	+	1	46816778	36.8
chr10	46846926	46846927	+	1	46846927	178.91
chr10	46933183	46933184	+	1	46933184	193.05
chr10	47377605	47377606	+	2	47377606	773.68
chr10	47687016	47687017	+	3	47687017	44.35
chr10	47902582	47902583	+	1	47902583	217.05
chr10	47921668	47921669	+	4	47921669	68.35
chr10	48133048	48133049	+	1	48133049	1122.44
chr10	48148050	48148051	+	2	48148051	166.95
chr10	50154021	50154022	+	8	50154022	351.33
chr10	50698075	50698076	+	1	50698076	39.09
chr10	50747497	50747498	+	1	50747498	80.06
chr10	50756750	50756751	+	5	50756751	28.74
chr10	53278828	53278829	+	2	53278829	11.96
chr10	54343835	54343836	+	3	54343836	497.01
chr10	55159381	55159390	+	2	55159382	2923.82
chr10	56709710	56709711	+	1	56709711	52.1
chr10	57663392	57663393	+	1	57663393	1907.48
chr10	57765161	57765162	+	1	57765162	1450.88
chr10	59694800	59694801	+	2	59694801	1527.32
chr10	60880200	60880206	+	3	60880200	119.55
chr10	62494197	62494198	+	2	62494198	88.51
chr10	62675833	62675834	+	1	62675834	196.4
chr10	63043240	63043241	+	5	63043241	1334.68
chr10	63139977	63139979	+	1	63139978	2736.31
chr10	63265121	63265122	+	12	63265122	23.35
chr10	63847891	63847892	+	3	63847892	71.67
chr10	63847897	63847898	+	3	63847898	74.67
chr10	64077469	64077500	+	4	64077470	306.01
chr10	64077500	64077508	+	1	64077470	306.01
chr10	66036535	66036536	+	4	66036536	13.53
chr10	66036549	66036550	+	4	66036550	13.54
chr10	66354560	66354561	+	3	66354561	53.31
chr10	66978052	66978053	+	7	66978053	743.9
chr10	67826749	67826750	+	2	67826750	10.75
chr10	67871896	67871898	+	17	67871897	1947.59
chr10	69036437	69036440	+	2	69036438	64.64
chr10	69554631	69554632	+	3	69554632	2304.57
chr10	69607450	69607451	+	5	69607451	339.05
chr10	69607453	69607454	+	5	69607454	336.01
chr10	69607455	69607458	+	5	69607456	336.01
chr10	69607461	69607462	+	5	69607462	438.01
chr10	69983751	69983752	+	3	69983752	40.37
chr10	70151257	70151258	+	2	70151258	2281.09
chr10	70255120	70255121	+	1	70255121	1608.95
chr10	71875978	71875979	+	2	71875979	23.36
chr10	71875991	71875992	+	2	71875992	23.38
chr10	71876062	71876063	+	11	71876063	38.67
chr10	72044397	72044398	+	3	72044398	88.17
chr10	73683495	73683496	+	5	73683496	1397.61
chr10	73683499	73683500	+	5	73683500	15.78
chr10	73734053	73734056	+	1	73734054	2500.52
chr10	75929294	75929297	+	1	75929295	47.29
chr10	76879575	76879577	+	1	76879576	1603.39
chr10	76918878	76918883	+	1	76918879	65.97
chr10	76919981	76919998	+	2	76919982	79.45
chr10	77520000	77520001	+	2	77520001	27.64
chr10	77520036	77520037	+	2	77520037	1670.39
chr10	77520038	77520039	+	2	77520039	1726.06
chr10	78031546	78031547	+	1	78031547	1973.35
chr10	79483307	79483312	+	2	79483308	83.61
chr10	79517535	79517536	+	3	79517536	82.35
chr10	79517545	79517546	+	3	79517546	46.35
chr10	79517546	79517547	+	3	79517547	46.35
chr10	79517564	79517565	+	8	79517565	40.41
chr10	79517574	79517575	+	8	79517575	49.37
chr10	79520836	79520837	+	2	79520837	48.35
chr10	79797218	79797219	+	3	79797219	68.58
chr10	79800176	79800181	+	4	79800177	16.39
chr10	79816390	79816391	+	4	79816391	63.05
chr10	79868657	79868658	+	2	79868658	209.05
chr10	80060936	80060938	+	2	80060937	1438.43
chr10	80115823	80115825	+	2	80115824	333.8
chr10	80417745	80417747	+	2	80417746	17.94
chr10	81371137	81371149	+	1	81371138	1989.29
chr10	81837489	81837490	+	2	81837490	16.54
chr10	81837497	81837498	+	2	81837498	109.94
chr10	82408096	82408097	+	4	82408097	49.43
chr10	85076274	85076275	+	6	85076275	37.03
chr10	85076293	85076294	+	6	85076294	74.92
chr10	85112544	85112545	+	3	85112545	29.01
chr10	85112545	85112546	+	3	85112546	11.92
chr10	86560643	86560644	+	1	86560644	128.4
chr10	86560645	86560647	+	1	86560646	73.37
chr10	87218457	87218458	+	3	87218458	51.3
chr10	87218458	87218459	+	3	87218459	51.3
chr10	87218461	87218462	+	3	87218462	51.3
chr10	87367313	87367314	+	4	87367314	241.9
chr10	87367328	87367329	+	4	87367329	330.02
chr10	87757273	87757275	+	4	87757274	1821.44
chr10	88134508	88134509	+	6	88134509	390.61
chr10	88850589	88850590	+	7	88850590	466.3
chr10	88850591	88850592	+	7	88850592	466.33
chr10	88962950	88962981	+	1	88962941	1199.22
chr10	89725366	89725369	+	2	89725367	26.34
chr10	91541956	91541958	+	2	91541957	2051.33
chr10	92048382	92048383	+	4	92048383	1806.93
chr10	92379522	92379524	+	3	92379523	994.14
chr10	92602824	92602825	+	1	92602825	112.48
chr10	92804356	92804357	+	5	92804357	2661.47
chr10	94056812	94056813	+	1	94056813	100.7
chr10	94604470	94604471	+	4	94604471	33.61
chr10	94604472	94604473	+	4	94604473	33.61
chr10	94671219	94671221	+	5	94671220	2362.32
chr10	96439194	96439195	+	5	96439195	334.61
chr10	96439200	96439201	+	1	96439201	296.61
chr10	96439202	96439203	+	1	96439203	290.61
chr10	96439203	96439204	+	1	96439204	287.61
chr10	96439227	96439228	+	1	96439228	229.39
chr10	96439236	96439237	+	1	96439237	87.62
chr10	96439237	96439238	+	1	96439238	1632.43
chr10	96613002	96613003	+	1	96613003	13.86
chr10	96788903	96788910	+	1	96788904	2008.35
chr10	99838419	99838420	+	1	99838420	29.34
chr10	99838429	99838430	+	1	99838430	31.55
chr10	101287862	101287863	+	3	101287863	29.43
chr10	101287866	101287867	+	3	101287867	31.69
chr10	101347840	101347841	+	4	101347841	805.9
chr10	101728200	101728205	+	2	101728195	1939.9
chr10	101944297	101944298	+	2	101944298	12.73
chr10	101960177	101960179	+	5	101960178	2803.49
chr10	102402956	102402957	+	1	102402957	233.05
chr10	102402962	102402963	+	1	102402963	177.14
chr10	102402966	102402967	+	1	102402967	467.08
chr10	102773525	102773527	+	3	102773526	2464.97
chr10	106224481	106224482	+	6	106224482	33.3
chr10	106705099	106705100	+	1	106705100	252.91
chr10	106705100	106705101	+	2	106705100	252.91
chr10	109181037	109181039	+	1	109181038	969.87
chr10	109200406	109200407	+	5	109200407	112.86
chr10	111242203	111242204	+	4	111242204	189.17
chr10	111640336	111640337	+	2	111640337	44.3
chr10	111640337	111640338	+	2	111640338	42.35
chr10	111953250	111953270	+	2	111953218	101.5
chr10	112270909	112270911	+	1	112270910	34.53
chr10	113198784	113198785	+	2	113198785	898.17
chr10	113330242	113330243	+	2	113330243	232.72
chr10	113781236	113781238	+	8	113781237	366.65
chr10	113781240	113781250	+	8	113781241	351.65
chr10	115583562	115583563	+	2	115583563	68.67
chr10	115585113	115585114	+	3	115585114	69.99
chr10	115933364	115933365	+	7	115933365	125.87
chr10	116270791	116270792	+	6	116270792	12.78
chr10	117529758	117529760	+	2	117529759	569.88
chr10	117655213	117655214	+	8	117655214	3628.42
chr10	118843238	118843239	+	3	118843239	79.34
chr10	118959144	118959145	+	1	118959145	437.97
chr10	119007260	119007261	+	4	119007261	4654.38
chr10	119427328	119427332	+	3	119427329	18.32
chr10	120730790	120730791	+	5	120730791	19.78
chr10	120733211	120733212	+	6	120733212	3958.32
chr10	120733218	120733219	+	6	120733219	4023.36
chr10	120954770	120954771	+	7	120954771	1442.99
chr10	122424180	122424181	+	2	122424181	47.3
chr10	123233108	123233139	+	4	123233109	18.41
chr10	123756579	123756580	+	2	123756580	633.05
chr10	124154601	124154629	+	3	124154602	280.61
chr10	124239531	124239532	+	1	124239532	10.78
chr10	124408355	124408356	+	4	124408356	40.3
chr10	124506668	124506670	+	2	124506669	13.52
chr10	124506671	124506672	+	2	124506672	22.36
chr10	124996061	124996069	+	1	124996062	555.87
chr10	125098735	125098736	+	1	125098736	87.68
chr10	125679146	125679147	+	7	125679147	171.67
chr10	127017041	127017042	+	4	127017042	248.57
chr10	127263367	127263368	+	2	127263368	603.3
chr10	127848907	127848908	+	7	127848908	2114.52
chr10	127848908	127848909	+	7	127848909	2114.52
chr10	127848924	127848925	+	7	127848925	2076.96
chr10	129015805	129015806	+	5	129015806	135.57
chr10	129336826	129336830	+	3	129336827	232
chr10	129917678	129917681	+	1	129917679	66.35
chr10	129917680	129917681	+	1	129917681	73.57
chr10	130129925	130129932	+	1	130129926	503.13
chr10	131626136	131626150	+	2	131626137	85.87
chr10	132043377	132043380	+	7	132043378	26.85
chr10	133042143	133042144	+	2	133042144	33.46
chr10	133264057	133264063	+	3	133264058	1059.4
chr10	133291950	133291954	+	5	133291945	109.49
chr10	133660210	133660211	+	4	133660211	1986.54
chr10	133660216	133660217	+	4	133660217	2032.48
chr11	133975	133976	+	4	133976	41.1
chr11	359850	359900	+	1	359785	280.76
chr11	847604	847605	+	1	847605	121.93
chr11	847628	847629	+	1	847629	92.61
chr11	1294253	1294256	+	1	1294254	22.33
chr11	2078482	2078483	+	2	2078483	2510.01
chr11	2078494	2078495	+	2	2078495	2541.01
chr11	2362138	2362139	+	1	2362139	5114.11
chr11	2460501	2460502	+	2	2460502	20.65
chr11	2892577	2892578	+	2	2892578	92.67
chr11	3034130	3034131	+	3	3034131	1912.49
chr11	3463666	3463667	+	4	3463667	26.38
chr11	3463694	3463695	+	4	3463695	100.48
chr11	3485582	3485583	+	1	3485583	3293.1
chr11	3487653	3487654	+	1	3487654	38.47
chr11	3487673	3487674	+	1	3487674	48.23
chr11	3487695	3487696	+	1	3487696	150.3
chr11	4218484	4218485	+	3	4218485	446.05
chr11	4238594	4238595	+	3	4238595	270.9
chr11	4259944	4259945	+	2	4259945	64.61
chr11	4287227	4287228	+	5	4287228	799.62
chr11	4300718	4300719	+	1	4300719	211.25
chr11	4335113	4335114	+	1	4335114	28.8
chr11	5481037	5481038	+	1	5481038	15.44
chr11	5799070	5799071	+	2	5799071	196.17
chr11	8128909	8128910	+	3	8128910	35.34
chr11	8128915	8128916	+	3	8128916	35.34
chr11	8128919	8128920	+	3	8128920	41.33
chr11	8364945	8364949	+	3	8364946	108.67
chr11	8364949	8364950	+	3	8364950	71.26
chr11	8978927	8978928	+	1	8978928	13.53
chr11	9362233	9362234	+	9	9362234	10.9
chr11	9362238	9362239	+	9	9362239	15.42
chr11	9362246	9362247	+	9	9362247	36.61
chr11	9436828	9436829	+	1	9436829	1524.13
chr11	10923457	10923459	+	5	10923458	1703.47
chr11	13628381	13628382	+	8	13628382	3443.35
chr11	13791500	13791510	+	6	13791494	64.59
chr11	13791511	13791512	+	6	13791512	76.49
chr11	13791513	13791514	+	6	13791514	76.49
chr11	13791514	13791519	+	6	13791515	66.57
chr11	13791520	13791521	+	6	13791521	73.03
chr11	13791522	13791528	+	6	13791523	60.98
chr11	13791530	13791535	+	6	13791531	51.26
chr11	13791536	13791542	+	6	13791537	48.26
chr11	17711132	17711150	+	3	17711133	4207.3
chr11	17768611	17768613	+	3	17768612	1316.51
chr11	18155252	18155253	+	6	18155253	598.9
chr11	18281259	18281260	+	5	18281260	510.05
chr11	19133890	19133891	+	2	19133891	83.62
chr11	20441565	20441566	+	1	20441566	2489.77
chr11	21376151	21376153	+	3	21376152	862.01
chr11	21864805	21864806	+	5	21864806	27.48
chr11	22241253	22241254	+	2	22241254	1102.01
chr11	22883471	22883472	+	4	22883472	39.17
chr11	23588240	23588241	+	1	23588241	495.07
chr11	24926206	24926209	+	3	24926207	10.65
chr11	25051321	25051325	+	1	25051322	1384.89
chr11	26293532	26293533	+	2	26293533	643.22
chr11	26456838	26456839	+	1	26456839	340.05
chr11	27928028	27928030	+	1	27928029	2218.09
chr11	28111957	28111958	+	4	28111958	14.42
chr11	28430470	28430471	+	3	28430471	51.62
chr11	29155416	29155417	+	2	29155417	37.68
chr11	30269418	30269419	+	2	30269419	239.57
chr11	30910722	30910724	+	1	30910723	1945.37
chr11	30943189	30943191	+	9	30943190	1876.31
chr11	31723360	31723361	+	1	31723361	12.92
chr11	32641706	32641709	+	2	32641707	14.74
chr11	32970945	32970950	+	11	32970946	1171.28
chr11	34692416	34692417	+	8	34692417	190.03
chr11	34692430	34692431	+	8	34692431	151.94
chr11	34692458	34692459	+	4	34692459	101.36
chr11	34692492	34692493	+	4	34692493	120.33
chr11	34692499	34692500	+	4	34692500	199.34
chr11	34692523	34692524	+	8	34692524	268.31
chr11	34692534	34692535	+	8	34692535	324.31
chr11	34692535	34692536	+	8	34692536	324.31
chr11	35575080	35575081	+	1	35575081	2200.93
chr11	35726860	35726862	+	3	35726861	2397.35
chr11	37659656	37659657	+	2	37659657	187.06
chr11	39424175	39424200	+	3	39424176	1312.46
chr11	39621150	39621151	+	5	39621151	15.81
chr11	42080744	42080746	+	2	42080745	1840.99
chr11	42653142	42653143	+	3	42653143	62.78
chr11	42653145	42653146	+	3	42653146	49.03
chr11	45123805	45123806	+	1	45123806	16.54
chr11	45124154	45124155	+	3	45124155	11.71
chr11	45649450	45649451	+	1	45649450	2650
chr11	45649455	45649456	+	1	45649456	2693.04
chr11	45777094	45777096	+	4	45777095	1538.07
chr11	46513267	46513269	+	3	46513268	19.91
chr11	47124113	47124123	+	4	47124114	2409.95
chr11	48515845	48515846	+	1	48515846	48.93
chr11	48727154	48727155	+	2	48727155	83.61
chr11	48796078	48796079	+	1	48796079	2902.12
chr11	48939246	48939247	+	3	48939247	3090.14
chr11	48942366	48942367	+	1	48942367	28.67
chr11	48942379	48942380	+	1	48942380	33.3
chr11	49393486	49393487	+	3	49393487	251.31
chr11	49393490	49393491	+	3	49393491	44.97
chr11	49393491	49393492	+	3	49393492	52.37
chr11	49393493	49393497	+	3	49393494	43.33
chr11	49702803	49702804	+	1	49702804	47.49
chr11	49702894	49702895	+	2	49702895	49.98
chr11	49776774	49776775	+	5	49776775	50.73
chr11	49776881	49776882	+	3	49776882	35.67
chr11	49874750	49874751	+	1	49874751	3454.1
chr11	49874755	49874756	+	1	49874756	3480.35
chr11	50028180	50028181	+	3	50028181	574.98
chr11	50028182	50028183	+	3	50028183	568.98
chr11	50028196	50028197	+	3	50028197	475.97
chr11	50180653	50180654	+	2	50180654	105.14
chr11	50693884	50693885	+	17	50693885	737.05
chr11	50780974	50780975	+	7	50780975	134.49
chr11	50780979	50780980	+	7	50780980	137.41
chr11	50780985	50780986	+	7	50780986	143.42
chr11	50781010	50781011	+	10	50781011	146.89
chr11	51126805	51126806	+	2	51126806	85.08
chr11	51179325	51179326	+	4	51179326	29.81
chr11	51203328	51203329	+	1	51203329	60.97
chr11	51247140	51247141	+	1	51247141	25.78
chr11	51247526	51247527	+	1	51247527	644.92
chr11	51247561	51247562	+	1	51247562	22.45
chr11	51247568	51247569	+	1	51247569	23.7
chr11	51261640	51261641	+	4	51261641	12.05
chr11	51285698	51285699	+	1	51285699	141.66
chr11	51285707	51285708	+	5	51285708	31.65
chr11	51321939	51321940	+	4	51321940	85.72
chr11	51473714	51473715	+	3	51473715	24.12
chr11	51549164	51549165	+	1	51549165	127.05
chr11	51569998	51569999	+	43	51569999	29.64
chr11	51575071	51575072	+	9	51575072	205.05
chr11	54926251	54926252	+	7	54926252	146.68
chr11	54926257	54926258	+	7	54926258	146.68
chr11	55232975	55232976	+	1	55232976	20.13
chr11	55232980	55232981	+	1	55232981	13.83
chr11	55232984	55232985	+	1	55232985	11
chr11	55232985	55232986	+	1	55232986	13.83
chr11	55232993	55232994	+	1	55232994	22.53
chr11	55768023	55768024	+	5	55768024	183
chr11	56434270	56434273	+	3	56434271	123.88
chr11	57291216	57291218	+	1	57291217	16.33
chr11	57403597	57403598	+	4	57403598	119.5
chr11	57403612	57403613	+	1	57403613	63.41
chr11	57623189	57623200	+	7	57623190	967.01
chr11	57623200	57623218	+	1	57623190	967.01
chr11	58066100	58066101	+	2	58066101	113.2
chr11	58066104	58066105	+	2	58066105	30.62
chr11	58066108	58066109	+	2	58066109	23.63
chr11	58500878	58500887	+	2	58500879	295.14
chr11	58697155	58697156	+	6	58697156	21.37
chr11	59085703	59085704	+	5	59085704	334.91
chr11	59085731	59085732	+	5	59085732	361.91
chr11	59085734	59085735	+	5	59085735	361.94
chr11	59085737	59085738	+	5	59085738	370.97
chr11	61203207	61203208	+	1	61203208	6514.43
chr11	61335800	61335801	+	2	61335800	2444.5
chr11	62095636	62095637	+	7	62095637	2431.82
chr11	62279221	62279222	+	3	62279222	105.7
chr11	64199505	64199507	+	5	64199506	668.97
chr11	64544130	64544133	+	2	64544131	14.42
chr11	65148500	65148502	+	4	65148474	703.38
chr11	66215723	66215724	+	1	66215724	62.31
chr11	66375386	66375387	+	1	66375387	3827.36
chr11	66944105	66944106	+	4	66944106	16.45
chr11	67733885	67733886	+	2	67733886	118.34
chr11	67842030	67842031	+	3	67842031	100.35
chr11	67842035	67842036	+	3	67842036	104.67
chr11	67842037	67842038	+	3	67842038	100.94
chr11	67842038	67842039	+	3	67842039	103.03
chr11	67864402	67864403	+	2	67864403	62.52
chr11	67864443	67864444	+	2	67864444	68.7
chr11	67916822	67916823	+	1	67916823	90.38
chr11	67916844	67916845	+	1	67916845	91.8
chr11	68644292	68644294	+	1	68644293	1099.21
chr11	68644554	68644555	+	4	68644555	1625.57
chr11	68892090	68892091	+	3	68892091	34.61
chr11	69030140	69030141	+	4	69030141	878.02
chr11	69498301	69498302	+	1	69498302	10.15
chr11	70036546	70036547	+	5	70036547	112.64
chr11	70925315	70925316	+	3	70925316	139.29
chr11	71066097	71066098	+	4	71066098	81.62
chr11	71090671	71090672	+	10	71090672	176.68
chr11	71600060	71600061	+	1	71600061	85.43
chr11	71600062	71600063	+	1	71600063	85.43
chr11	71600064	71600067	+	1	71600065	74.4
chr11	71719152	71719153	+	7	71719153	118.36
chr11	71723616	71723617	+	9	71723617	117.99
chr11	71723617	71723618	+	9	71723618	120.02
chr11	71723621	71723622	+	9	71723622	123.44
chr11	71755113	71755117	+	1	71755114	3956.95
chr11	71769415	71769416	+	2	71769416	773.05
chr11	72201700	72201710	+	2	72201676	88.3
chr11	72201733	72201742	+	2	72201734	395.65
chr11	72502437	72502438	+	9	72502438	732.05
chr11	73315929	73315930	+	4	73315930	19.92
chr11	73315941	73315942	+	4	73315942	35.61
chr11	74526597	74526598	+	1	74526598	37.77
chr11	75640177	75640178	+	6	75640178	37.65
chr11	75640181	75640182	+	6	75640182	41.61
chr11	76719484	76719485	+	3	76719485	2375.37
chr11	77416951	77416953	+	1	77416952	2343.09
chr11	78033915	78033916	+	1	78033916	1498.7
chr11	78634201	78634202	+	7	78634202	20.84
chr11	80120400	80120401	+	1	80120401	78.3
chr11	80818439	80818442	+	2	80818440	824.49
chr11	81065322	81065323	+	6	81065323	32.71
chr11	81566613	81566623	+	2	81566614	26.3
chr11	81771774	81771785	+	1	81771775	2425.12
chr11	82591194	82591195	+	1	82591195	92.61
chr11	82591198	82591199	+	1	82591199	92.61
chr11	83986556	83986557	+	1	83986557	2818.47
chr11	84411561	84411563	+	4	84411562	876.62
chr11	85125845	85125846	+	3	85125846	19.79
chr11	86111291	86111292	+	2	86111292	65.71
chr11	86286970	86286976	+	3	86286971	1614.36
chr11	87243516	87243517	+	3	87243517	53.67
chr11	87523268	87523269	+	3	87523269	27.84
chr11	87620696	87620697	+	1	87620697	27.3
chr11	88370682	88370694	+	1	88370683	1073.43
chr11	88874172	88874173	+	3	88874173	1913.28
chr11	89438800	89438846	+	1	89438797	42.45
chr11	89793437	89793438	+	1	89793438	22.25
chr11	89833507	89833508	+	8	89833508	41.67
chr11	89833532	89833533	+	8	89833533	38.67
chr11	89833542	89833543	+	8	89833543	35.4
chr11	89971579	89971584	+	3	89971580	4177.29
chr11	90053840	90053841	+	1	90053841	234.06
chr11	90053843	90053844	+	1	90053844	240.06
chr11	90075003	90075004	+	6	90075004	90.16
chr11	90076854	90076855	+	1	90076855	73.49
chr11	90076895	90076896	+	1	90076896	44.68
chr11	90155700	90155735	+	7	90155697	280.96
chr11	90557696	90557699	+	9	90557697	25.29
chr11	90687153	90687154	+	3	90687154	34.35
chr11	90687155	90687156	+	3	90687156	34.35
chr11	92255331	92255333	+	1	92255332	252.9
chr11	92331000	92331007	+	1	92330995	61.87
chr11	92446547	92446549	+	1	92446548	1641.69
chr11	93094405	93094406	+	2	93094406	30.26
chr11	93753746	93753748	+	3	93753747	16.41
chr11	94908686	94908687	+	1	94908687	2040.64
chr11	95277203	95277205	+	2	95277204	2255.28
chr11	95320862	95320900	+	3	95320863	24.59
chr11	95756910	95756911	+	1	95756911	34.45
chr11	95756914	95756917	+	1	95756915	24.8
chr11	96566044	96566045	+	1	96566045	732.01
chr11	96844142	96844143	+	1	96844143	401.9
chr11	96914364	96914366	+	5	96914365	109.6
chr11	96914366	96914378	+	5	96914367	109.6
chr11	98919674	98919675	+	5	98919675	53.61
chr11	98919681	98919682	+	5	98919682	53.61
chr11	100113453	100113454	+	2	100113454	117.05
chr11	100113456	100113457	+	2	100113457	90.05
chr11	101829513	101829514	+	2	101829514	66.42
chr11	102172202	102172203	+	7	102172203	1060.05
chr11	102630463	102630464	+	1	102630464	568.91
chr11	102644800	102644804	+	2	102644801	149.84
chr11	102743334	102743335	+	1	102743335	12.84
chr11	104194379	104194380	+	5	104194380	37.34
chr11	104194589	104194590	+	1	104194590	52.43
chr11	105161898	105161900	+	2	105161899	877.61
chr11	105162049	105162050	+	1	105162050	189.13
chr11	105424467	105424468	+	2	105424468	1251.88
chr11	107330688	107330689	+	4	107330689	717.05
chr11	109081614	109081615	+	2	109081615	13.55
chr11	109081617	109081618	+	2	109081618	13.55
chr11	109081955	109081956	+	2	109081956	16.73
chr11	110304134	110304135	+	7	110304135	107.6
chr11	116499938	116499939	+	1	116499939	32.16
chr11	116499945	116499946	+	1	116499946	13.09
chr11	116674148	116674149	+	6	116674149	39.61
chr11	116930780	116930781	+	1	116930781	27.7
chr11	117769479	117769480	+	1	117769480	46.08
chr11	120267787	120267788	+	4	120267788	196.86
chr11	120267789	120267790	+	4	120267790	154.57
chr11	120328760	120328761	+	2	120328761	93.67
chr11	120955809	120955810	+	1	120955810	2119.16
chr11	121753197	121753198	+	1	121753198	60.61
chr11	121988812	121988813	+	1	121988813	44.57
chr11	122826167	122826168	+	1	122826168	73.68
chr11	123217989	123217992	+	2	123217990	32.64
chr11	123800842	123800845	+	1	123800843	186.39
chr11	124235475	124235476	+	4	124235476	70.03
chr11	124235480	124235483	+	4	124235481	58.87
chr11	124235488	124235489	+	4	124235489	70.92
chr11	124388215	124388216	+	1	124388216	11.03
chr11	124388225	124388226	+	1	124388226	12.59
chr11	125331341	125331342	+	2	125331342	29.93
chr11	128956401	128956414	+	5	128956402	357.91
chr11	129175208	129175209	+	1	129175209	40.65
chr11	129642550	129642551	+	2	129642551	440.64
chr11	129915256	129915257	+	6	129915257	1760.34
chr11	130091519	130091520	+	5	130091520	19.24
chr11	130091790	130091791	+	1	130091791	184.07
chr11	131266833	131266834	+	4	131266834	94.3
chr11	132316118	132316119	+	8	132316119	68.37
chr11	132316121	132316122	+	8	132316122	70.35
chr11	132316128	132316129	+	8	132316129	64.31
chr11	132316130	132316131	+	8	132316131	30.03
chr11	133055170	133055171	+	2	133055171	178.57
chr12	435307	435308	+	3	435308	28.34
chr12	791257	791258	+	4	791258	46.61
chr12	791263	791264	+	4	791264	49.61
chr12	791264	791271	+	4	791265	10.68
chr12	1467583	1467584	+	5	1467584	716.91
chr12	1574397	1574398	+	3	1574398	48.9
chr12	1574399	1574400	+	3	1574400	45.44
chr12	2106828	2106829	+	2	2106829	67.31
chr12	4291233	4291234	+	5	4291234	98.31
chr12	5118993	5118994	+	1	5118994	1796.45
chr12	5928595	5928596	+	1	5928596	177.61
chr12	5929267	5929268	+	9	5929268	65.78
chr12	6092619	6092620	+	5	6092620	599.63
chr12	6092627	6092628	+	5	6092628	592.74
chr12	6305477	6305478	+	4	6305478	27.62
chr12	6305480	6305481	+	4	6305481	69.62
chr12	6305482	6305483	+	4	6305483	69.62
chr12	6305484	6305485	+	4	6305485	72.62
chr12	7147400	7147406	+	2	7147396	1566.31
chr12	7538020	7538021	+	5	7538021	1713.55
chr12	7648336	7648338	+	5	7648337	45.63
chr12	8210414	8210415	+	4	8210415	144.96
chr12	8214366	8214367	+	8	8214367	18.43
chr12	8265604	8265605	+	4	8265605	52.18
chr12	8267096	8267097	+	1	8267097	3780.37
chr12	8599718	8599719	+	1	8599719	113.79
chr12	9299105	9299106	+	3	9299106	49.29
chr12	9300778	9300779	+	1	9300779	134.06
chr12	9436703	9436704	+	1	9436704	205.1
chr12	9718565	9718566	+	2	9718566	50.4
chr12	11613441	11613442	+	2	11613442	16.51
chr12	13052421	13052422	+	9	13052422	104.29
chr12	13121146	13121149	+	8	13121147	48.3
chr12	14117544	14117546	+	2	14117545	1600.58
chr12	14378528	14378529	+	3	14378529	530.9
chr12	14706892	14706893	+	3	14706893	96.34
chr12	15256127	15256128	+	3	15256128	851.9
chr12	15311217	15311222	+	4	15311218	342.93
chr12	16567200	16567201	+	3	16567197	16.47
chr12	16860446	16860450	+	2	16860447	1233.31
chr12	17268666	17268667	+	1	17268667	173.03
chr12	18413801	18413802	+	10	18413802	69.35
chr12	19165438	19165439	+	2	19165439	3266.71
chr12	19165439	19165440	+	2	19165440	27.36
chr12	19393194	19393195	+	1	19393195	260.39
chr12	19816337	19816338	+	2	19816338	185.7
chr12	19816349	19816350	+	2	19816350	186.37
chr12	19911487	19911488	+	1	19911488	459.05
chr12	20532826	20532827	+	2	20532827	30.3
chr12	22003677	22003680	+	5	22003678	56.5
chr12	22854168	22854170	+	1	22854169	796.39
chr12	23389735	23389750	+	2	23389736	71.38
chr12	23795269	23795271	+	1	23795270	227.96
chr12	25862956	25862957	+	2	25862957	494.28
chr12	26589852	26589861	+	8	26589853	94.88
chr12	27494486	27494487	+	4	27494487	2665.94
chr12	28428580	28428581	+	2	28428581	1288.96
chr12	29644134	29644150	+	3	29644135	122.3
chr12	30830740	30830741	+	4	30830741	616.73
chr12	31371918	31371922	+	1	31371919	2243.3
chr12	32834947	32834949	+	4	32834948	1882.63
chr12	34790472	34790473	+	2	34790473	39.61
chr12	34803565	34803566	+	1	34803566	12.02
chr12	34855774	34855775	+	12	34855775	13.62
chr12	38199370	38199371	+	9	38199371	37.96
chr12	38199372	38199373	+	9	38199373	37.96
chr12	40004611	40004614	+	4	40004612	551.93
chr12	40483146	40483147	+	2	40483147	123.4
chr12	40488083	40488084	+	2	40488084	48.68
chr12	40488221	40488222	+	3	40488222	124.83
chr12	40488233	40488234	+	3	40488234	74.67
chr12	40827187	40827190	+	8	40827188	742.86
chr12	41388387	41388389	+	10	41388388	1622.38
chr12	41640426	41640427	+	4	41640427	438.13
chr12	42048126	42048127	+	5	42048127	37.92
chr12	42048135	42048136	+	5	42048136	37.92
chr12	43563304	43563306	+	1	43563305	2408.97
chr12	43911431	43911432	+	14	43911432	33.54
chr12	44587306	44587311	+	1	44587307	127.44
